networksteps,algo,completions,env
3053,CDE0,0.07142857142857142,
5695,CDE0,0.07142857142857142,
8756,CDE0,0.0,
11555,CDE0,0.07142857142857142,
13574,CDE0,0.07142857142857142,
16684,CDE0,0.14285714285714285,
19545,CDE0,0.0,
23256,CDE0,0.14285714285714285,
27275,CDE0,0.0,
29427,CDE0,0.07142857142857142,
33507,CDE0,0.0,
35883,CDE0,0.07142857142857142,
38631,CDE0,0.07142857142857142,
41509,CDE0,0.0,
44326,CDE0,0.07142857142857142,
46398,CDE0,0.0,
49642,CDE0,0.0,
52515,CDE0,0.0,
55405,CDE0,0.0,
56948,CDE0,0.07142857142857142,
59745,CDE0,0.07142857142857142,
62572,CDE0,0.07142857142857142,
65452,CDE0,0.0,
68698,CDE0,0.0,
71508,CDE0,0.0,
75262,CDE0,0.07142857142857142,
78383,CDE0,0.0,
81588,CDE0,0.0,
81748,CDE0,0.0,Malfunction6
81982,CDE0,0.0,Malfunction6
82215,CDE0,0.16666666666666666,Malfunction6
82413,CDE0,0.0,Malfunction6
82647,CDE0,0.0,Malfunction6
82832,CDE0,0.3333333333333333,Malfunction6
83060,CDE0,0.16666666666666666,Malfunction6
83291,CDE0,0.16666666666666666,Malfunction6
83525,CDE0,0.16666666666666666,Malfunction6
83722,CDE0,0.0,Malfunction6
83919,CDE0,0.0,Malfunction6
84116,CDE0,0.16666666666666666,Malfunction6
84340,CDE0,0.16666666666666666,Malfunction6
84538,CDE0,0.8333333333333334,Malfunction6
84711,CDE0,0.5,Malfunction6
84943,CDE0,0.16666666666666666,Malfunction6
85160,CDE0,0.5,Malfunction6
85383,CDE0,0.16666666666666666,Malfunction6
85561,CDE0,0.0,Malfunction6
85767,CDE0,0.0,Malfunction6
85988,CDE0,0.3333333333333333,Malfunction6
86214,CDE0,0.16666666666666666,Malfunction6
86446,CDE0,0.16666666666666666,Malfunction6
86668,CDE0,0.3333333333333333,Malfunction6
86902,CDE0,0.16666666666666666,Malfunction6
87126,CDE0,0.16666666666666666,Malfunction6
87322,CDE0,0.0,Malfunction6
87556,CDE0,0.0,Malfunction6
87781,CDE0,0.16666666666666666,Malfunction6
